"Time,Operation,Status,Latitude,Longitude,Altitude,Heading,Speed,Intent deviation,Intent altitude,Intent speed,Deconfliction Level"
"1726150219.0412455,BAW125  -rodolphe02,None,51.477,-0.5244,1768.8226600985222,266.96,188.27760497667185,0,1618.6748768472905,175.0194401244168,None"
"1726150219.0412455,JAL43   -rodolphe02,None,51.46507664571866,-0.3670951662787897,1054.142857142857,269.65,164.01632970451013,0,1168.231527093596,164.01632970451013,None"
"1726150219.0412455,RJA111  -rodolphe02,None,51.468500000000006,-0.467,83.0,90.0,0.0,0,0.0,0.0,None"
"1726150219.0412455,PHAN1-RODOLPHE02,RA,51.46822963350848,-0.46646288803934655,250.24630541871923,83.05982513257825,31.317053559673404,0,350.2463054187192,31.317053559673404,2"
"1726150223.8419418,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150223.8419418,PHAN1-RODOLPHE02,RA,51.468317162542895,-0.46530857998255004,250.24630541871923,83.05982513249869,31.317053559673404,0,350.2463054187192,31.317053559673404,2"
"1726150223.8419418,BAW125  -rodolphe02,None,51.47676862050506,-0.5313888423251119,1854.208538587849,266.96,188.27760497667185,0,1618.6748768472905,175.0194401244168,None"
"1726150223.8419418,JAL43   -rodolphe02,None,51.46507664571866,-0.3670951662787897,1054.142857142857,269.65,164.01632970451013,0,1168.231527093596,164.01632970451013,None"
"1726150223.8419418,RJA111  -rodolphe02,None,51.468500000000006,-0.467,83.0,90.0,0.0,0,0.0,0.0,None"
"1726150229.006224,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150229.006224,PHAN1-RODOLPHE02,Clear of Conflict,51.46840467895159,-0.4641542672447737,250.24630541871923,83.06083114953515,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150229.006224,BAW125  -rodolphe02,None,51.47676862050506,-0.5313888423251119,1854.208538587849,266.96,188.27760497667185,0,1618.6748768472905,175.0194401244168,None"
"1726150234.0825932,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150234.0825932,PHAN1-RODOLPHE02,None,51.46849218234465,-0.4629999497505179,250.24630541871923,83.0618682333983,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150238.6716707,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150238.6716707,PHAN1-RODOLPHE02,None,51.4685796719957,-0.4618456273586251,250.24630541871923,83.06296319083613,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150243.5822763,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150243.5822763,PHAN1-RODOLPHE02,None,51.4686671460759,-0.46069129971275846,250.24630541871923,83.0642038666166,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150248.5471952,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150248.5471952,PHAN1-RODOLPHE02,None,51.46875459123685,-0.4595369642081873,250.24630541871923,83.06650812699846,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150253.5713844,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150253.5713844,PHAN1-RODOLPHE02,None,51.46861137157976,-0.45839708293885745,250.24630541871923,101.40326701978431,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150253.5713844,JAL43   -rodolphe02,None,51.4651,-0.3709,993.0591133004928,270.0,162.0139968895801,0,993.0591133004928,162.0139968895801,None"
"1726150258.7336016,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150258.7336016,PHAN1-RODOLPHE02,None,51.46846814020461,-0.45725720904204253,250.24630541871923,101.40421254063291,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150258.7336016,JAL43   -rodolphe02,None,51.46509984583643,-0.3769208710881352,912.9277504105091,270.0,162.0139968895801,0,993.0591133004928,162.0139968895801,None"
"1726150263.7147534,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150263.7147534,PHAN1-RODOLPHE02,None,51.46832489701567,-0.4561173425493035,250.24630541871923,101.40516578800188,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150263.7147534,JAL43   -rodolphe02,None,51.46509984583643,-0.3769208710881352,912.9277504105091,270.0,162.0139968895801,0,993.0591133004928,162.0139968895801,None"
"1726150269.105989,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150269.105989,PHAN1-RODOLPHE02,None,51.46818164188506,-0.45497748350263073,250.24630541871923,101.40612935782602,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150269.105989,JAL43   -rodolphe02,None,51.465,-0.4173,417.49261083743846,269.64,159.02021772939347,0,993.0591133004928,162.0139968895801,None"
"1726150273.7352974,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150273.7352974,PHAN1-RODOLPHE02,None,51.46803837463327,-0.4538376319607514,250.24630541871923,101.40710741612656,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150273.7352974,JAL43   -rodolphe02,None,51.464976719227224,-0.42320948166095534,337.3612479474549,269.64,159.02021772939347,0,993.0591133004928,162.0139968895801,None"
"1726150278.7653222,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150278.7653222,PHAN1-RODOLPHE02,None,51.46789509499001,-0.45269778801181204,250.24630541871923,101.40810728641235,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150278.7653222,JAL43   -rodolphe02,None,51.464976719227224,-0.42320948166095534,337.3612479474549,269.64,159.02021772939347,0,993.0591133004928,162.0139968895801,None"
"1726150283.7365253,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150283.7365253,PHAN1-RODOLPHE02,None,51.467751802502264,-0.45155795180319763,250.24630541871923,101.40914371611537,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150288.657179,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150288.657179,PHAN1-RODOLPHE02,None,51.467608496254314,-0.45041812363224687,250.24630541871923,101.41025403857272,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150288.657179,BAW1B   -rodolphe02,None,51.4774,-0.5189,1143.2068965517242,269.27,156.02643856920687,0,1143.2068965517242,156.02643856920687,None"
"1726150294.0620775,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150294.0620775,PHAN1-RODOLPHE02,None,51.4674651734204,-0.4492783044153307,250.24630541871923,101.41159237956958,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150294.0620775,BAW1B   -rodolphe02,None,51.4772,-0.5259,1293.3546798029558,267.43,156.16251944012444,0,1143.2068965517242,156.02643856920687,None"
"1726150294.0620775,CBM77   -rodolphe02,None,51.4443,-0.3387,15832.665024630542,21.04,236.80015552099536,0,15832.665024630542,236.80015552099536,None"
"1726150298.8078718,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150298.8078718,PHAN1-RODOLPHE02,None,51.467959352339705,-0.44842810060563837,250.24630541871923,46.98351006791121,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150298.8078718,BAW1B   -rodolphe02,None,51.4766,-0.5351,1493.551724137931,258.69,158.08709175738724,0,1143.2068965517242,156.02643856920687,None"
"1726150298.8078718,CBM77   -rodolphe02,None,51.4565,-0.3312,15807.640394088668,22.91,231.2597200622084,0,15832.665024630542,236.80015552099536,None"
"1726150298.8078718,RJA111  -rodolphe02,None,51.4684,-0.4666,0.0,90.0,5.501555209953344,0,0.0,5.501555209953344,None"
"1726150304.0506825,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150304.0506825,PHAN1-RODOLPHE02,None,51.46845352463329,-0.44757787766367785,250.24630541871923,46.9842268298518,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150304.0506825,BAW1B   -rodolphe02,None,51.4761,-0.5384,1543.6009852216748,256.66,160.34214618973564,0,1143.2068965517242,156.02643856920687,None"
"1726150304.0506825,RJA111  -rodolphe02,None,51.4685,-0.4661,0.0,90.0,6.9984447900466575,0,0.0,5.501555209953344,None"
"1726150304.0506825,CBM77   -rodolphe02,None,51.4664,-0.324,15707.541871921183,25.24,232.19284603421463,0,15832.665024630542,236.80015552099536,None"
"1726150304.0506825,CRA16-RODOLPHE02,None,51.4587219,-0.444595654,250.0,1.9405383479068894,68.0,0,250.0,68.0,0"
"1726150309.4283156,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150309.4283156,PHAN1-RODOLPHE02,None,51.46894769010503,-0.4467276352955931,250.24630541871923,46.984964800217654,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150309.4283156,CRA16-RODOLPHE02,None,51.46029975819749,-0.4445098502910321,250.24630541871923,1.940538347938933,68.25447255406559,0,250.0,68.0,0"
"1726150309.4283156,BAW1B   -rodolphe02,None,51.47524333397138,-0.5441992549588589,1661.0065681444992,256.66,160.34214618973564,0,1143.2068965517242,156.02643856920687,None"
"1726150309.4283156,CBM77   -rodolphe02,None,51.47126245080534,-0.3203200443045728,15707.541871921183,25.24,232.19284603421463,0,15832.665024630542,236.80015552099536,None"
"1726150309.4283156,RJA111  -rodolphe02,None,51.468499999712314,-0.46583989974400064,83.0,90.0,6.9984447900466575,0,0.0,5.501555209953344,None"
"1726150314.2869267,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150314.2869267,PHAN1-RODOLPHE02,None,51.469441848286664,-0.44587737279996187,250.24630541871923,46.98575341695461,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150314.2869267,CRA16-RODOLPHE02,None,51.461665320544014,-0.4457815167356978,250.24630541871923,329.8777748789015,68.25447255406559,0,250.0,68.0,0"
"1726150314.2869267,BAW1B   -rodolphe02,None,51.4742,-0.5505,1718.7733990147783,255.22,168.58475894245726,0,1143.2068965517242,156.02643856920687,None"
"1726150314.2869267,CBM77   -rodolphe02,None,51.4761,-0.3165,15482.320197044335,26.24,237.50000000000003,0,15832.665024630542,236.80015552099536,None"
"1726150314.2869267,RJA111  -rodolphe02,None,51.468499999712314,-0.46583989974400064,83.0,90.0,6.9984447900466575,0,0.0,5.501555209953344,None"
"1726150314.2869267,EZY47UD -rodolphe02,None,51.4417,-0.566,18460.251231527094,8.73,309.62286158631423,0,18460.251231527094,309.62286158631423,None"
"1726150319.4118712,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150319.4118712,PHAN1-RODOLPHE02,None,51.47007961103498,-0.44642879077212055,250.24630541871923,331.6936479804836,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150319.4118712,CRA16-RODOLPHE02,None,51.46303086883901,-0.44705326010396523,250.24630541871923,329.87675874354585,68.25447255406559,0,250.0,68.0,0"
"1726150319.4118712,BAW1B   -rodolphe02,None,51.47320413640571,-0.5565588422271185,1836.1789819376027,255.22,168.58475894245726,0,1143.2068965517242,156.02643856920687,None"
"1726150319.4118712,CBM77   -rodolphe02,None,51.48103190951501,-0.31259631785390873,15482.320197044335,26.24,237.50000000000003,0,15832.665024630542,236.80015552099536,None"
"1726150319.4118712,EZY47UD -rodolphe02,None,51.44878532043321,-0.564254202370943,18342.84564860427,8.73,309.62286158631423,0,18460.251231527094,309.62286158631423,None"
"1726150323.91669,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150323.91669,PHAN1-RODOLPHE02,None,51.47071737115717,-0.4469802242800643,250.24630541871923,331.69320993356894,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150323.91669,CRA16-RODOLPHE02,None,51.46439640301956,-0.4483250805732371,250.24630541871923,329.87573808933644,68.25447255406559,0,250.0,68.0,0"
"1726150323.91669,BAW1B   -rodolphe02,None,51.47320413640571,-0.5565588422271185,1836.1789819376027,255.22,168.58475894245726,0,1143.2068965517242,156.02643856920687,None"
"1726150323.91669,CBM77   -rodolphe02,None,51.48103190951501,-0.31259631785390873,15482.320197044335,26.24,237.50000000000003,0,15832.665024630542,236.80015552099536,None"
"1726150323.91669,EZY47UD -rodolphe02,None,51.44878532043321,-0.564254202370943,18342.84564860427,8.73,309.62286158631423,0,18460.251231527094,309.62286158631423,None"
"1726150329.3620582,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150329.3620582,PHAN1-RODOLPHE02,None,51.471355128646685,-0.4475316733436184,250.24630541871923,331.6927708017454,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150329.3620582,CRA16-RODOLPHE02,None,51.46576192299074,-0.44959697840946083,250.24630541871923,329.87471060195,68.25447255406559,0,250.0,68.0,0"
"1726150329.3620582,BAW1B   -rodolphe02,None,51.4703,-0.5732,1969.0197044334977,255.15,187.26671850699847,0,1143.2068965517242,156.02643856920687,None"
"1726150329.3620582,EZY47UD -rodolphe02,None,51.467,-0.5599,17984.78325123153,8.21,308.1842923794713,0,18460.251231527094,309.62286158631423,None"
"1726150329.3620582,BAW447  -rodolphe02,None,51.4652,-0.3611,1068.1330049261082,270.0,141.01866251944014,0,1068.1330049261082,141.01866251944014,None"
"1726150334.9013906,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150334.9013906,PHAN1-RODOLPHE02,TA,51.47199288349455,-0.4480831379898794,250.24630541871923,331.69233017813514,31.317053559673404,0,350.2463054187192,31.317053559673404,1"
"1726150334.9013906,CRA16-RODOLPHE02,TA,51.467127428591745,-0.4508689540607568,250.24630541871923,329.8736715198319,68.25447255406559,0,350.0,68.0,1"
"1726150334.9013906,BAW1B   -rodolphe02,None,51.46918863870116,-0.5799274933323054,2086.425287356322,255.15,187.26671850699847,0,1143.2068965517242,156.02643856920687,None"
"1726150334.9013906,EZY47UD -rodolphe02,None,51.474061950348045,-0.5582641783055123,17867.377668308705,8.21,308.1842923794713,0,18460.251231527094,309.62286158631423,None"
"1726150334.9013906,BAW447  -rodolphe02,None,51.46519988320308,-0.36634064013192563,1014.766830870279,270.0,141.01866251944014,0,1068.1330049261082,141.01866251944014,None"
"1726150338.816524,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150338.816524,PHAN1-RODOLPHE02,TA,51.472630635687615,-0.4486346182583384,250.24630541871923,331.69188736917397,31.317053559673404,0,350.2463054187192,31.317053559673404,1"
"1726150338.816524,CRA16-RODOLPHE02,TA,51.468492919488384,-0.45214100845489275,250.24630541871923,329.8726083060789,68.25447255406559,0,350.0,68.0,1"
"1726150338.816524,BAW1B   -rodolphe02,None,51.46918863870116,-0.5799274933323054,2086.425287356322,255.15,187.26671850699847,0,1143.2068965517242,156.02643856920687,None"
"1726150338.816524,EZY47UD -rodolphe02,None,51.474061950348045,-0.5582641783055123,17867.377668308705,8.21,308.1842923794713,0,18460.251231527094,309.62286158631423,None"
"1726150338.816524,BAW447  -rodolphe02,None,51.46519988320308,-0.36634064013192563,1014.766830870279,270.0,141.01866251944014,0,1068.1330049261082,141.01866251944014,None"
"1726150344.3119135,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150344.3119135,PHAN1-RODOLPHE02,Clear of Conflict,51.47326838520476,-0.44918611421230165,250.24630541871923,331.6914410422118,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
"1726150344.3119135,CRA16-RODOLPHE02,TA,51.4698583945516,-0.4534131447182814,375.3694581280788,329.87146349268716,68.25447255406559,0,350.0,68.0,1"
"1726150344.3119135,BAW1B   -rodolphe02,None,51.4669,-0.5946,2194.2413793103447,255.63,209.5645412130638,0,1143.2068965517242,156.02643856920687,None"
"1726150344.3119135,EZY47UD -rodolphe02,None,51.488,-0.5552,17859.660098522167,7.92,311.99455676516334,0,18460.251231527094,309.62286158631423,None"
"1726150344.3119135,BAW447  -rodolphe02,None,51.4651,-0.3848,792.8620689655172,269.58,138.02488335925352,0,1068.1330049261082,141.01866251944014,None"
"1726150344.3119135,FIN6RD  -rodolphe02,None,51.4653,-0.3048,1743.7980295566501,268.94,162.0334370139969,0,1743.7980295566501,162.0334370139969,None"
"1726150349.3619747,EVTOL1001-rodolphe02,None,51.46475,-0.48652,331.10236220499996,95.2734375,5.0,0,331.10236220499996,5.0,0"
"1726150349.3619747,PHAN1-RODOLPHE02,None,51.47390613200623,-0.4497376259705688,250.24630541871923,331.69098809195634,31.317053559673404,0,350.2463054187192,31.317053559673404,0"
