time,vehicle_id,real,origin,destination,position,flight_phase,velocity
3.0130579471588135,1002,False,2,0,[-7.5  -1.    1.47],queued,[ 0.5677905  -0.59831228 -0.99408226]
3.0130579471588135,1003,False,3,4,[-1.   -8.    1.02],queued,[ 0.63925976  0.24903542 -0.34837281]
3.0130579471588135,1004,False,4,1,[ 8.   -7.5   2.07],queued,[-0.62185191  0.08809385  0.93462812]
3.0130579471588135,1005,False,5,3,[-8.    8.    1.62],queued,[ 0.50568378 -0.03156594 -0.11489306]
3.1136698722839355,1000,False,0,2,[3.    8.5   1.245],queued,[-0.82138112 -0.19970136 -0.21083176]
3.1136698722839355,1001,False,1,5,[5.5  1.5  2.07],queued,[-0.48080528  0.59740651 -0.20557775]
3.1136698722839355,1002,False,2,0,[-7.5   -1.     1.545],queued,[ 0.5677905  -0.59831228 -0.99408226]
3.1136698722839355,1003,False,3,4,[-1.    -8.     1.095],queued,[ 0.63925976  0.24903542 -0.34837281]
3.1136698722839355,1004,False,4,1,[ 8.    -7.5    2.145],queued,[-0.62185191  0.08809385  0.93462812]
3.1136698722839355,1005,False,5,3,[-8.     8.     1.695],queued,[ 0.50568378 -0.03156594 -0.11489306]
3.208949327468872,1000,False,0,2,[3.   8.5  1.32],queued,[-0.82138112 -0.19970136 -0.21083176]
3.208949327468872,1001,False,1,5,[5.5   1.5   2.145],queued,[-0.48080528  0.59740651 -0.20557775]
3.208949327468872,1002,False,2,0,[-7.5  -1.    1.62],queued,[ 0.5677905  -0.59831228 -0.99408226]
3.208949327468872,1003,False,3,4,[-1.   -8.    1.17],queued,[ 0.63925976  0.24903542 -0.34837281]
3.208949327468872,1004,False,4,1,[ 8.   -7.5   2.22],queued,[-0.62185191  0.08809385  0.93462812]
3.208949327468872,1005,False,5,3,[-8.    8.    1.77],queued,[ 0.50568378 -0.03156594 -0.11489306]
3.309722661972046,1000,False,0,2,[3.    8.5   1.395],queued,[-0.82138112 -0.19970136 -0.21083176]
3.309722661972046,1001,False,1,5,[5.5  1.5  2.22],queued,[-0.48080528  0.59740651 -0.20557775]
3.309722661972046,1002,False,2,0,[-7.5   -1.     1.695],queued,[ 0.5677905  -0.59831228 -0.99408226]
3.309722661972046,1003,False,3,4,[-1.    -8.     1.245],queued,[ 0.63925976  0.24903542 -0.34837281]
3.309722661972046,1004,False,4,1,[ 8.    -7.5    2.295],queued,[-0.62185191  0.08809385  0.93462812]
3.309722661972046,1005,False,5,3,[-8.     8.     1.845],queued,[ 0.50568378 -0.03156594 -0.11489306]
3.4099669456481934,1000,False,0,2,[3.   8.5  1.47],queued,[-0.82138112 -0.19970136 -0.21083176]
3.4099669456481934,1001,False,1,5,[5.5   1.5   2.295],queued,[-0.48080528  0.59740651 -0.20557775]
3.4099669456481934,1002,False,2,0,[-7.5  -1.    1.77],queued,[ 0.5677905  -0.59831228 -0.99408226]
3.4099669456481934,1003,False,3,4,[-1.   -8.    1.32],queued,[ 0.63925976  0.24903542 -0.34837281]
3.4099669456481934,1004,False,4,1,[ 8.   -7.5   2.37],queued,[-0.62185191  0.08809385  0.93462812]
3.4099669456481934,1005,False,5,3,[-8.    8.    1.92],queued,[ 0.50568378 -0.03156594 -0.11489306]
3.5102062225341797,1000,False,0,2,[3.    8.5   1.545],queued,[-0.82138112 -0.19970136 -0.21083176]
3.5102062225341797,1001,False,1,5,[5.5  1.5  2.37],queued,[-0.48080528  0.59740651 -0.20557775]
3.5102062225341797,1002,False,2,0,[-7.5   -1.     1.845],queued,[ 0.5677905  -0.59831228 -0.99408226]
3.5102062225341797,1003,False,3,4,[-1.    -8.     1.395],queued,[ 0.63925976  0.24903542 -0.34837281]
3.5102062225341797,1004,False,4,1,[ 8.    -7.5    2.445],entering,[-0.62185191  0.08809385  0.93462812]
3.5102062225341797,1005,False,5,3,[-8.     8.     1.995],queued,[ 0.50568378 -0.03156594 -0.11489306]
3.6179511547088623,1000,False,0,2,[3.   8.5  1.62],queued,[-0.82138112 -0.19970136 -0.21083176]
3.6179511547088623,1001,False,1,5,[5.5   1.5   2.445],queued,[-0.48080528  0.59740651 -0.20557775]
3.6179511547088623,1002,False,2,0,[-7.5  -1.    1.92],queued,[ 0.5677905  -0.59831228 -0.99408226]
3.6179511547088623,1003,False,3,4,[-1.   -8.    1.47],queued,[ 0.63925976  0.24903542 -0.34837281]
3.6179511547088623,1004,False,4,1,[ 7.98906104 -7.48325667  2.52      ],entering,[-0.62185191  0.08809385  0.93462812]
3.6179511547088623,1005,False,5,3,[-8.    8.    2.07],queued,[ 0.50568378 -0.03156594 -0.11489306]
3.717353105545044,1000,False,0,2,[3.    8.5   1.695],queued,[-0.82138112 -0.19970136 -0.21083176]
3.717353105545044,1001,False,1,5,[5.5  1.5  2.52],queued,[-0.48080528  0.59740651 -0.20557775]
3.717353105545044,1002,False,2,0,[-7.5   -1.     1.995],queued,[ 0.5677905  -0.59831228 -0.99408226]
3.717353105545044,1003,False,3,4,[-1.    -8.     1.545],queued,[ 0.63925976  0.24903542 -0.34837281]
3.717353105545044,1004,False,4,1,[ 7.96723472 -7.4497364   2.595     ],entering,[-0.62185191  0.08809385  0.93462812]
3.717353105545044,1005,False,5,3,[-8.     8.     2.145],queued,[ 0.50568378 -0.03156594 -0.11489306]
3.823626756668091,1000,False,0,2,[3.   8.5  1.77],queued,[-0.82138112 -0.19970136 -0.21083176]
3.823626756668091,1001,False,1,5,[5.5   1.5   2.595],entering,[-0.48080528  0.59740651 -0.20557775]
3.823626756668091,1002,False,2,0,[-7.5  -1.    2.07],queued,[ 0.5677905  -0.59831228 -0.99408226]
