duration,n_vertiports,n_obstacles,obstacle violation,avg_transitions,cum_transitions,max_transitions,corridor_length,avg_operation_length,cum_operation_length,max_operation_length,unexploited_regions,avgSF_extra-flown distance,>100SF_extra-flown distance,<100SF_extra-flown distance,<65SF_extra-flown distance,<50SF_extra-flown distance,<30SF_extra-flown distance,TSP,TSP_pourcentage,weighted global reward,vertiports reward,obstacles reward,airspace intersection reward,corridor curvature reward,corridor length reward
276.78842,4.0,3.0,0.0,0.33293605,1.3317442,0.5186023,4.7581844,0.5547152,8.875443,2.612894,0.0,0.03822237,0.0,0.0,0.16666667,0.16666667,0.33333334,-0.38187218,-7.4293375,-5.0841665,3.8158336,-9.0,0.0,-1.3553555e-09,0.1
279.63162,5.0,7.0,0.0,0.14425972,0.7212986,0.4248087,6.4834023,0.41927132,10.481783,2.0107057,0.306,0.02781969,0.0,0.0,0.0,0.0,0.8,2.7509434,73.703255,-14.5,1.9,-21.0,4.5,-1.2729554e-07,0.1
274.53528,4.0,3.0,0.0,0.1348997,0.5395988,0.16138972,3.2141418,0.42907563,6.86521,1.7228161,0.0,0.052859657,0.16666667,0.0,0.0,0.0,0.5,-0.29362535,-8.370722,-8.646667,0.25333333,-9.0,0.0,-9.52454e-09,0.1
280.0028,4.0,6.0,0.5,0.3881672,1.5526688,0.56046563,5.6554866,0.6197405,9.915848,2.423739,0.28,0.051304772,0.0,0.0,0.0,0.0,0.8333333,0.054944992,0.9810686,-14.882,0.0,-14.982,0.0,-2.0519502e-09,0.1
282.96753,6.0,3.0,0.0,0.57537824,3.4522696,1.172013,4.5925374,0.979723,35.270027,3.355486,0.255,0.20919509,0.53333336,0.26666668,0.06666667,0.06666667,0.06666667,-0.4005041,-8.021248,-8.007,0.89300007,-9.0,0.0,-1.7291212e-09,0.1
290.01828,6.0,4.0,0.0,0.3477008,2.0862048,0.6361811,4.2835984,0.5351753,19.266312,1.9954131,0.0,0.073475085,0.2,0.06666667,0.2,0.2,0.26666668,0.4295969,11.146772,-11.558,0.34200004,-12.0,0.0,-4.555092e-09,0.1
271.7861,5.0,1.0,0.0,0.26045296,1.3022648,0.64514977,4.397091,0.34394103,8.598526,1.391841,0.271,-0.040727813,0.1,0.0,0.0,0.0,0.4,0.07669544,1.7751932,-2.748,0.15200001,-3.0,0.0,-2.5873708e-09,0.1
282.2192,5.0,5.0,0.0,0.3083618,1.541809,0.56571555,5.7133994,0.3997814,9.994535,1.8474044,0.355,0.012106752,0.0,0.1,0.1,0.1,0.4,0.9574542,20.131731,-8.462,1.938,-15.0,4.5,-3.7774823e-09,0.1
278.5262,7.0,7.0,0.14285715,0.37602976,2.6322083,0.823199,5.568532,0.80640763,39.513973,3.614142,0.0,0.13151337,0.5714286,0.04761905,0.14285715,0.0,0.23809524,0.40727425,7.8909874,-15.101,2.793,-17.994,0.0,-7.980402e-08,0.1
291.61093,7.0,4.0,0.0,0.3196644,2.2376506,0.58173484,5.2615213,0.9107651,44.62749,3.568083,0.0,0.14657943,0.3809524,0.0952381,0.14285715,0.14285715,0.23809524,-0.981853,-15.726322,-1.0802383,6.3197618,-12.0,4.5,-2.8569303e-08,0.1
