q1 loss,q2 loss,pi loss,alpha loss,alpha,avg_transitions,cum_transitions,max_transitions,corridor_length,avg_operation_length,cum_operation_length,max_operation_length,unexploited_regions,avgSF_extra-flown distance,>100SF_extra-flown distance,<100SF_extra-flown distance,<65SF_extra-flown distance,<50SF_extra-flown distance,<30SF_extra-flown distance,TSP,TSP_pourcentage,weighted global reward,vertiports reward,obstacles reward,airspace intersection reward,corridor curvature reward,corridor length reward
10600.267,10598.861,80.65772,-10.639363,1.210122,0.48765996,3.4136198,1.2338251,4.4863076,0.91942924,45.052032,3.3118467,0,0.13998522,0.42857143,0.0952381,0.0952381,0.14285715,0.23809524,0.62666416,16.236317,-6.3371787,1.2114761,-3.01,-4.5,-0.0037860486,-0.034868933
10600.267,10598.861,80.65772,-10.639363,1.210122,0.18781267,1.3146887,0.39775547,5.98215,0.6691286,32.7873,3.0834126,0,0.0951785,0.1904762,0.2857143,0.0952381,0.23809524,0.1904762,2.5424492,73.91484,5.269752,5.316381,0.0,-0.0,-0.00013383261,-0.04649507
10600.267,10598.861,80.65772,-10.639363,1.210122,0.29790878,2.0853615,0.65736866,6.6264596,0.7904678,38.73292,3.2447512,149,0.1626738,0.6666667,0.14285715,0.04761905,0.0952381,0.04761905,4.3604918,192.434,1.5758675,4.6405234,-3.01,-0.0,-0.00315307,-0.051502835
10600.267,10598.861,80.65772,-10.639363,1.210122,0.1830279,1.2811953,0.4847307,6.5364237,0.86299115,42.286568,3.2079208,0,0.1748439,0.5714286,0.1904762,0.0,0.14285715,0.0952381,3.6683626,127.903915,0.16470616,4.715619,0.0,-4.5,-0.00010987475,-0.050803047
10600.267,10598.861,80.65772,-10.639363,1.210122,0.20265035,1.4185525,0.5677386,7.2160745,1.0621318,52.044456,4.404693,0,0.22115561,0.6666667,0.0,0.04761905,0.0952381,0.1904762,4.080944,130.16824,0.12465587,4.6821427,0.0,-4.5,-0.0014013632,-0.056085497
10600.267,10598.861,80.65772,-10.639363,1.210122,0.4586927,3.2108488,0.83489186,6.7373238,1.1251253,55.13114,3.9081097,0,0.23118646,0.7619048,0.0952381,0.0952381,0.04761905,0.0,3.2582273,93.65154,-5.751051,-1.193381,0.0,-4.5,-0.005305955,-0.052364506
10600.267,10598.861,80.65772,-10.639363,1.210122,0.28825256,2.017768,0.6020778,5.9465237,0.8417523,41.24586,3.796245,0,0.11855311,0.1904762,0.2857143,0.14285715,0.14285715,0.23809524,1.6486006,38.35808,-1.1335161,3.412762,0.0,-4.5,-5.9836933e-05,-0.046218168
10600.267,10598.861,80.65772,-10.639363,1.210122,0.77606213,5.432435,1.2975954,4.8634562,0.8622887,42.252148,2.589562,237,0.17043635,0.52380955,0.0952381,0.14285715,0.04761905,0.1904762,2.4244158,99.4004,-3.4663281,1.074857,0.0,-4.5,-0.0033848528,-0.037800245
10600.267,10598.861,80.65772,-10.639363,1.210122,0.22866678,1.6006675,0.4328987,5.81629,0.8941922,43.81542,3.4423594,0,0.13866591,0.42857143,0.1904762,0.0,0.0952381,0.2857143,1.7371297,42.58547,3.1052275,3.1512856,0.0,-0.0,-0.0008521592,-0.045205954
10600.267,10598.861,80.65772,-10.639363,1.210122,0.5277981,3.6945868,1.1255733,4.1874056,0.7262841,35.58792,2.548389,207,0.07570221,0.0952381,0.0952381,0.14285715,0.1904762,0.47619048,0.6837239,19.514442,-0.9153199,3.617238,0.0,-4.5,-1.2210776e-05,-0.032545775
10600.267,10598.861,80.65772,-10.639363,1.210122,0.24054931,1.6838452,0.5541446,5.942329,0.84915286,41.60849,3.265444,0,0.15439244,0.52380955,0.0952381,0.0952381,0.0952381,0.1904762,2.1728356,57.64264,-1.5795946,2.967619,0.0,-4.5,-0.0010278864,-0.046185568
10600.267,10598.861,80.65772,-10.639363,1.210122,0.2643304,1.8503127,0.8196767,5.1424794,0.8295088,40.64593,3.3845816,151,0.13720107,0.3809524,0.1904762,0.14285715,0.0952381,0.1904762,2.2213054,76.041534,0.5039882,5.0440474,0.0,-4.5,-9.025655e-05,-0.039968897
10600.267,10598.861,80.65772,-10.639363,1.210122,0.38309175,2.6816423,0.7944392,7.468491,1.2242817,59.9898,4.6287527,0,0.21696618,0.47619048,0.14285715,0.0952381,0.14285715,0.14285715,2.386931,46.972404,-3.4350963,1.1255238,0.0,-4.5,-0.0025728396,-0.05804736
10600.267,10598.861,80.65772,-10.639363,1.210122,0.47537023,3.3275917,0.9758241,9.646127,1.4427835,70.69639,5.7973614,0,0.30981916,0.7619048,0.0952381,0.04761905,0.04761905,0.0,5.3501606,124.53916,-1.9705869,2.6102378,0.0,-4.5,-0.0058520506,-0.0749726
10600.267,10598.861,80.65772,-10.639363,1.210122,0.14820275,1.0374192,0.49860296,9.674336,1.2527889,61.386654,4.7402267,0,0.2575019,0.5714286,0.14285715,0.0,0.14285715,0.14285715,5.832238,151.79828,2.1649122,6.7413807,0.0,-4.5,-0.0012768344,-0.07519185
10600.267,10598.861,80.65772,-10.639363,1.210122,0.4542487,3.179741,0.75774986,6.1003814,0.720298,35.2946,2.4515395,201,0.087107144,0.2857143,0.0,0.0,0.3809524,0.33333334,2.777155,83.56804,-6.0997095,1.4584761,-3.01,-4.5,-0.0007712916,-0.047414
10600.267,10598.861,80.65772,-10.639363,1.210122,0.20938866,1.4657207,0.41241768,7.2608595,0.9862097,48.324276,4.067388,149,0.20161708,0.61904764,0.04761905,0.04761905,0.1904762,0.0952381,4.3452806,149.03665,-1.7192266,2.838238,0.0,-4.5,-0.001031034,-0.056433585
10600.267,10598.861,80.65772,-10.639363,1.210122,0.22424056,1.5696839,0.5771967,5.093657,0.8059858,39.493305,3.0700958,0,0.116326384,0.33333334,0.0952381,0.14285715,0.1904762,0.23809524,1.7575808,52.684067,3.2142713,3.2544284,0.0,-0.0,-0.00056759,-0.039589435
10600.267,10598.861,80.65772,-10.639363,1.210122,0.32433662,2.2703564,0.85910374,5.0461354,0.8005537,39.22713,3.562984,0,0.12071411,0.23809524,0.14285715,0.0,0.1904762,0.42857143,1.7292905,52.136612,-3.0454938,1.4937619,0.0,-4.5,-3.5736324e-05,-0.039220084
10600.267,10598.861,80.65772,-10.639363,1.210122,0.40947866,2.8663507,0.8000851,5.607009,1.0234003,50.146614,4.3320103,0,0.19064394,0.5714286,0.1904762,0.0952381,0.0,0.14285715,1.9663088,54.00908,-0.18638808,2.8699045,-3.01,-0.0,-0.0027132414,-0.04357936
10600.267,10598.861,80.65772,-10.639363,1.210122,0.6463048,4.5241337,1.2179062,3.3889356,0.943405,46.226845,3.4265888,0,0.14220212,0.33333334,0.23809524,0.04761905,0.04761905,0.33333334,-1.0302386,-23.31292,-3.2060099,1.3209524,0.0,-4.5,-0.0006224905,-0.026339827
10600.267,10598.861,80.65772,-10.639363,1.210122,0.35406095,2.4784267,0.9191904,5.2753654,0.94757974,46.431408,3.9369917,0,0.13023864,0.1904762,0.3809524,0.1904762,0.14285715,0.0952381,0.30668592,6.172383,1.4336938,1.4747618,0.0,-0.0,-6.642937e-05,-0.041001726
10600.267,10598.861,80.65772,-10.639363,1.210122,0.55868024,3.9107618,0.6871915,4.665909,0.9104432,44.611717,3.1722138,163,0.10882901,0.2857143,0.0,0.0,0.42857143,0.2857143,0.3823099,8.924973,-4.9793386,-0.4424286,0.0,-4.5,-0.0006451667,-0.036264848
10600.267,10598.861,80.65772,-10.639363,1.210122,0.23456612,1.6419629,0.6296067,5.2280016,0.82231927,40.293644,3.2690852,0,0.16996732,0.61904764,0.14285715,0.0,0.1904762,0.04761905,1.7204628,49.050426,1.6730267,4.7246666,-3.01,-0.0,-0.0010064193,-0.0406336
10600.267,10598.861,80.65772,-10.639363,1.210122,0.29433417,2.0603392,0.7383277,4.007344,0.58299077,28.566547,2.2633955,222,0.08961981,0.3809524,0.23809524,0.14285715,0.1904762,0.04761905,1.4345162,55.7564,0.56641394,5.0983334,0.0,-4.5,-0.00077315624,-0.031146282
10600.267,10598.861,80.65772,-10.639363,1.210122,0.5365489,3.7558422,0.73652387,4.4942107,0.91403604,44.787766,3.0054693,0,0.1240248,0.3809524,0.14285715,0.0,0.23809524,0.23809524,0.06695795,1.5124083,-3.2604103,1.2757143,0.0,-4.5,-0.001194255,-0.03493036
10600.267,10598.861,80.65772,-10.639363,1.210122,0.4069877,2.848914,0.79601836,6.9750733,1.0748957,52.66989,4.7098794,171,0.2007651,0.47619048,0.0,0.04761905,0.14285715,0.33333334,4.1849947,149.99559,-1.4852821,3.0689523,0.0,-4.5,-2.201361e-05,-0.05421237
10600.267,10598.861,80.65772,-10.639363,1.210122,0.29679313,2.0775518,0.44913575,4.4658527,0.7763798,38.04261,2.8946848,166,0.08395601,0.0952381,0.14285715,0.04761905,0.47619048,0.23809524,-0.12221241,-2.6637018,-0.24282855,-0.20809525,0.0,-0.0,-2.3350467e-05,-0.034709953
10600.267,10598.861,80.65772,-10.639363,1.210122,0.46583176,3.2608223,0.8790604,4.0690575,0.88417035,43.32435,3.2794595,0,0.099054754,0.0952381,0.14285715,0.1904762,0.3809524,0.1904762,-0.13571215,-3.2275736,-2.8986192,1.6330951,0.0,-4.5,-8.84161e-05,-0.031625938
10600.267,10598.861,80.65772,-10.639363,1.210122,0.2657217,1.860052,0.569556,6.3737593,0.9088981,44.536007,3.7780852,0,0.14945337,0.33333334,0.1904762,0.0952381,0.14285715,0.23809524,2.8782194,82.33977,-1.3213096,3.2290952,0.0,-4.5,-0.0008660943,-0.049538773
10600.267,10598.861,80.65772,-10.639363,1.210122,0.19881429,1.3917,0.44444224,7.2579155,0.9011886,44.15824,3.7227287,155,0.15550165,0.47619048,0.14285715,0.0,0.2857143,0.0952381,3.297454,83.259346,0.36857247,4.9264283,0.0,-4.5,-0.0014451392,-0.0564107
10600.267,10598.861,80.65772,-10.639363,1.210122,0.29801205,2.0860844,0.6558784,5.710631,0.90897393,44.539722,3.18858,0,0.16601755,0.61904764,0.23809524,0.0,0.14285715,0.0,2.1029735,58.291935,-4.766103,2.7884762,-3.01,-4.5,-0.00019404381,-0.04438474
10600.267,10598.861,80.65772,-10.639363,1.210122,0.28923175,2.0246222,0.6845026,5.5207825,0.9072282,44.45418,3.2934322,0,0.13061734,0.23809524,0.3809524,0.23809524,0.0952381,0.04761905,2.0373633,58.48745,0.60764235,5.1508093,0.0,-4.5,-0.00025773997,-0.042909183
10600.267,10598.861,80.65772,-10.639363,1.210122,0.34933105,2.4453173,0.9126442,3.1378427,0.6724205,32.948605,2.777968,0,0.06857767,0.14285715,0.0952381,0.0952381,0.23809524,0.42857143,-0.39172602,-11.098409,0.97654635,5.5009522,0.0,-4.5,-1.7660821e-05,-0.024388257
10600.267,10598.861,80.65772,-10.639363,1.210122,0.30837348,2.1586144,0.74655217,6.706099,1.0345058,50.69079,3.7803605,0,0.20170774,0.71428573,0.14285715,0.0952381,0.0,0.04761905,3.1289995,87.47309,-0.4026385,2.6663332,-3.01,-0.0,-0.006849876,-0.052121818
10600.267,10598.861,80.65772,-10.639363,1.210122,0.36317962,2.5422573,1.1350511,5.1346946,0.9011273,44.155235,3.9554543,0,0.15509169,0.47619048,0.14285715,0.0952381,0.23809524,0.04761905,1.3784277,36.696743,0.39177346,4.933666,0.0,-4.5,-0.0019843765,-0.03990839
10600.267,10598.861,80.65772,-10.639363,1.210122,0.32369465,2.2658625,0.6754704,6.4046607,0.9439097,46.251575,4.2570896,177,0.15760256,0.47619048,0.14285715,0.0,0.14285715,0.23809524,2.3725,58.839417,-1.5176505,3.0327618,0.0,-4.5,-0.0006333107,-0.04977895
10600.267,10598.861,80.65772,-10.639363,1.210122,0.34823805,2.4376664,1.1606816,6.943834,1.1390011,55.811058,4.519539,0,0.22171585,0.61904764,0.0952381,0.0,0.23809524,0.04761905,3.3613067,93.82502,-1.0040579,6.565857,-3.01,-4.5,-0.0059452425,-0.053969562
10600.267,10598.861,80.65772,-10.639363,1.210122,0.23162441,1.6213709,0.502075,7.620564,1.0299976,50.469883,4.2176504,0,0.20426413,0.52380955,0.0952381,0.14285715,0.1904762,0.04761905,4.080636,115.27452,0.3027833,4.8621907,0.0,-4.5,-0.00017808584,-0.059229314
10600.267,10598.861,80.65772,-10.639363,1.210122,0.3150258,2.2051806,0.62185574,5.592446,0.7410922,36.31352,3.123003,208,0.10518695,0.2857143,0.1904762,0.0,0.42857143,0.0952381,2.1136014,60.755848,3.259235,3.3032856,0.0,-0.0,-0.0005846055,-0.043466173
10600.267,10598.861,80.65772,-10.639363,1.210122,0.32132956,2.249307,0.8466376,5.689076,0.928827,45.512524,3.3825836,0,0.12670721,0.33333334,0.0952381,0.04761905,0.23809524,0.2857143,1.0937791,23.802137,-1.2889668,3.2580478,0.0,-4.5,-0.0027973584,-0.04421721
10600.267,10598.861,80.65772,-10.639363,1.210122,0.29710814,2.079757,0.79721993,5.278977,0.8420176,41.25886,3.6643329,0,0.13408767,0.3809524,0.0952381,0.04761905,0.04761905,0.42857143,2.1817346,70.4412,-1.3520219,3.1892858,0.0,-4.5,-0.00027793608,-0.041029796
10600.267,10598.861,80.65772,-10.639363,1.210122,0.31278518,2.1894963,0.8656226,3.803783,0.73611397,36.069584,3.2984977,0,0.10303326,0.2857143,0.23809524,0.14285715,0.14285715,0.1904762,-0.7193403,-15.903622,0.6526463,5.183381,0.0,-4.5,-0.0011706202,-0.029564146
10600.267,10598.861,80.65772,-10.639363,1.210122,0.36780033,2.5746024,0.67109835,4.091705,0.74637824,36.572533,2.6883056,0,0.10856869,0.3809524,0.14285715,0.23809524,0.14285715,0.0952381,1.0686448,35.349773,-0.6828085,-0.65052384,0.0,-0.0,-0.00048274072,-0.03180196
10600.267,10598.861,80.65772,-10.639363,1.210122,0.25368822,1.7758175,0.56795216,7.651133,1.1291773,55.32969,4.1844087,0,0.21259777,0.5714286,0.0952381,0.04761905,0.14285715,0.14285715,4.1261907,117.05697,2.8483422,2.9079046,0.0,-0.0,-9.565363e-05,-0.059466906
10600.267,10598.861,80.65772,-10.639363,1.210122,0.67523056,4.726614,1.3705304,3.6497908,0.98809755,48.41678,4.139962,0,0.16796704,0.42857143,0.0,0.0,0.33333334,0.23809524,0.14595127,4.1654706,-1.3986951,3.130476,0.0,-4.5,-0.00080387824,-0.028367272
10600.267,10598.861,80.65772,-10.639363,1.210122,0.47799674,3.345977,0.8720589,3.3073978,0.7797621,38.208344,2.5802445,0,0.1036007,0.2857143,0.14285715,0.0952381,0.23809524,0.23809524,-1.1443567,-25.70575,-3.1715484,1.3544285,0.0,-4.5,-0.00027074723,-0.025706092
10600.267,10598.861,80.65772,-10.639363,1.210122,0.15232168,1.0662518,0.25945866,8.298423,1.1329271,55.513424,4.2121677,0,0.24336013,0.71428573,0.1904762,0.04761905,0.04761905,0.0,4.5820217,123.29192,-1.9091808,2.655476,0.0,-4.5,-0.00015903071,-0.064497836
10600.267,10598.861,80.65772,-10.639363,1.210122,0.54410183,3.8087127,0.9446878,5.157612,0.9685147,47.45722,3.4484327,0,0.15184832,0.33333334,0.1904762,0.14285715,0.2857143,0.04761905,1.6912463,48.79019,-5.118145,-0.57633334,0.0,-4.5,-0.0017248705,-0.04008651
10600.267,10598.861,80.65772,-10.639363,1.210122,0.53062475,3.714373,1.0009705,4.310148,0.9064028,44.41374,3.2517245,150,0.14591229,0.5714286,0.0952381,0.14285715,0.14285715,0.04761905,0.21626663,5.282676,-5.442796,-0.9092858,0.0,-4.5,-1.093769e-05,-0.033499766
10600.267,10598.861,80.65772,-10.639363,1.210122,0.35463837,2.4824686,0.66219634,4.6944737,0.85791034,42.037605,3.0143797,0,0.11815474,0.23809524,0.14285715,0.0,0.2857143,0.33333334,-0.3637457,-7.191181,-3.0473402,1.4919523,0.0,-4.5,-0.0028055927,-0.03648686
10600.267,10598.861,80.65772,-10.639363,1.210122,0.25985867,1.8190107,0.59585416,4.5772386,0.7276652,35.655594,2.8541741,0,0.07389421,0.0952381,0.0,0.3809524,0.23809524,0.2857143,1.0729637,30.618704,5.4869857,5.522667,0.0,-0.0,-0.00010535453,-0.035575673
10600.267,10598.861,80.65772,-10.639363,1.210122,0.35007498,2.4505248,0.7820999,4.675049,0.61186504,29.981386,2.762886,211,0.060654905,0.0952381,0.0952381,0.04761905,0.3809524,0.3809524,0.56263304,13.681328,3.590749,3.6271904,0.0,-0.0,-0.00010540249,-0.036335886
10600.267,10598.861,80.65772,-10.639363,1.210122,0.22448322,1.5713825,0.3743516,7.093321,1.0304536,50.492226,3.998437,0,0.2055187,0.61904764,0.23809524,0.0,0.04761905,0.0952381,2.7385602,62.886585,-1.7649707,2.7902856,0.0,-4.5,-0.00012477435,-0.055131424
10600.267,10598.861,80.65772,-10.639363,1.210122,0.33062336,2.3143635,0.8337455,5.1749015,0.91197026,44.686543,3.1676347,0,0.1449461,0.42857143,0.1904762,0.0952381,0.23809524,0.04761905,0.9504509,22.49881,-0.5830977,-0.5419525,0.0,-0.0,-0.00092431094,-0.04022089
10600.267,10598.861,80.65772,-10.639363,1.210122,0.5291047,3.703733,0.73019814,2.5378923,0.7480044,36.652214,2.2903397,0,0.07237166,0.1904762,0.04761905,0.14285715,0.1904762,0.42857143,-1.3462255,-34.659748,-0.32646838,-0.3067143,0.0,-0.0,-2.8828392e-05,-0.019725261
10600.267,10598.861,80.65772,-10.639363,1.210122,0.16365397,1.1455778,0.513101,8.911034,0.8680265,42.5333,4.7040815,0,0.15056299,0.42857143,0.14285715,0.0,0.14285715,0.2857143,5.318225,148.02415,2.4077513,6.977524,0.0,-4.5,-0.0005132361,-0.069259234
10600.267,10598.861,80.65772,-10.639363,1.210122,0.6114761,4.280333,0.92602366,3.6182156,0.88275474,43.254982,3.1364033,0,0.12913501,0.2857143,0.1904762,0.23809524,0.0952381,0.1904762,0.22652769,6.678903,-5.03767,-0.50847626,0.0,-4.5,-0.0010720086,-0.028121859
10600.267,10598.861,80.65772,-10.639363,1.210122,0.54731196,3.831184,0.89618886,5.1283283,0.9974956,48.877285,3.7903132,0,0.17041135,0.52380955,0.2857143,0.04761905,0.14285715,0.0,1.0444412,25.574684,-5.413913,-0.8740001,0.0,-4.5,-5.3774107e-05,-0.03985891
10600.267,10598.861,80.65772,-10.639363,1.210122,0.3812339,2.6686373,0.8705597,3.5733109,0.76208013,37.341927,3.0469341,0,0.086511,0.14285715,0.14285715,0.33333334,0.23809524,0.14285715,-0.78436565,-17.999632,-2.863965,1.6638571,0.0,-4.5,-4.912158e-05,-0.027772848
10600.267,10598.861,80.65772,-10.639363,1.210122,0.49874043,3.491183,0.9536759,3.4673753,0.6579716,32.24061,2.090423,213,0.083362706,0.23809524,0.1904762,0.0952381,0.23809524,0.23809524,0.110440254,3.2899141,-0.45581213,-0.42885715,0.0,-0.0,-5.476662e-06,-0.026949484
10600.267,10598.861,80.65772,-10.639363,1.210122,0.43429062,3.0400343,0.87405646,3.9938934,0.7556826,37.028446,3.0586152,151,0.08647295,0.1904762,0.1904762,0.0952381,0.04761905,0.47619048,-0.004627228,-0.11572242,-2.9833817,1.5480475,0.0,-4.5,-0.00038763115,-0.031041741
10600.267,10598.861,80.65772,-10.639363,1.210122,0.44324046,3.1026833,1.0722635,4.711838,0.944445,46.277805,3.5799277,0,0.16378929,0.42857143,0.1904762,0.0952381,0.14285715,0.14285715,0.8105593,20.77676,-3.3511362,1.1870477,0.0,-4.5,-0.0015621023,-0.03662182
10600.267,10598.861,80.65772,-10.639363,1.210122,0.20400436,1.4280305,0.5089714,6.230113,0.8710383,42.680878,3.1604707,0,0.15479657,0.61904764,0.1904762,0.04761905,0.14285715,0.0,3.147744,102.120926,0.86086047,0.90928566,0.0,-0.0,-2.8484576e-06,-0.048422314
10600.267,10598.861,80.65772,-10.639363,1.210122,0.31861752,2.2303226,0.5139661,4.145483,0.76265734,37.37021,2.8625703,0,0.08288966,0.0952381,0.0952381,0.0952381,0.47619048,0.23809524,0.6015482,16.97402,3.5803463,3.6127143,0.0,-0.0,-0.0001479946,-0.032219943
10600.267,10598.861,80.65772,-10.639363,1.210122,0.5142292,3.5996044,0.7949626,5.070176,0.8568512,41.98571,3.4952738,0,0.11061413,0.33333334,0.0952381,0.04761905,0.14285715,0.3809524,0.9729929,23.747849,-3.1811953,1.3598571,0.0,-4.5,-0.0016454066,-0.039406937
10600.267,10598.861,80.65772,-10.639363,1.210122,0.56788576,3.9752004,1.302767,4.2394624,0.7546006,36.97543,2.6520908,185,0.12519829,0.3809524,0.04761905,0.0952381,0.2857143,0.1904762,1.3853025,48.536266,-1.3417704,3.192,0.0,-4.5,-0.0008199631,-0.03295038
10600.267,10598.861,80.65772,-10.639363,1.210122,0.49690324,3.4783227,1.2908036,4.778618,0.84240067,41.277634,3.0244374,0,0.11551038,0.33333334,0.14285715,0.14285715,0.1904762,0.1904762,0.74253035,18.397284,-1.299768,3.2381427,0.0,-4.5,-0.00076981046,-0.037140857
10600.267,10598.861,80.65772,-10.639363,1.210122,0.3660702,2.5624914,0.8507742,5.000329,0.73767847,36.146244,3.0592184,169,0.110436335,0.3809524,0.14285715,0.0952381,0.2857143,0.0952381,1.469904,41.635323,-3.2716148,1.2675714,0.0,-4.5,-0.00032201977,-0.03886406
10600.267,10598.861,80.65772,-10.639363,1.210122,0.4365094,3.0555658,1.3170215,6.09838,0.89063334,43.641033,4.1574593,0,0.12931009,0.2857143,0.3809524,0.04761905,0.04761905,0.23809524,2.0162168,49.39089,-1.2956161,3.252619,0.0,-4.5,-0.0008366814,-0.047398444
10600.267,10598.861,80.65772,-10.639363,1.210122,0.44975895,3.1483126,0.92687136,5.8214345,1.0052677,49.258118,4.296063,196,0.18957274,0.47619048,0.1904762,0.04761905,0.1904762,0.0952381,2.889153,98.52918,2.968066,3.0146668,0.0,-0.0,-0.001354837,-0.04524594
10600.267,10598.861,80.65772,-10.639363,1.210122,0.53589493,3.7512643,1.0640066,7.0421944,0.9433154,46.222454,4.134197,180,0.15880106,0.42857143,0.3809524,0.14285715,0.04761905,0.0,2.8848233,69.39057,-3.5482495,1.0106189,0.0,-4.5,-0.004134379,-0.05473405
10600.267,10598.861,80.65772,-10.639363,1.210122,0.45787445,3.205121,1.1667383,5.775325,1.0332795,50.630695,4.2312474,0,0.14185344,0.33333334,0.04761905,0.14285715,0.0952381,0.3809524,1.5280423,35.976948,-3.1711211,1.3770475,0.0,-4.5,-0.0032810753,-0.04488756
10600.267,10598.861,80.65772,-10.639363,1.210122,0.43203613,3.024253,0.95733964,6.1664734,1.0094824,49.464634,4.4731126,151,0.23158498,0.71428573,0.04761905,0.0,0.14285715,0.0952381,4.15817,207.04893,-3.753393,0.7952857,0.0,-4.5,-0.0007509356,-0.047927685
10600.267,10598.861,80.65772,-10.639363,1.210122,0.33695695,2.3586986,0.85996324,5.3612347,0.840597,41.18925,3.3394666,0,0.14121708,0.3809524,0.0952381,0.1904762,0.14285715,0.1904762,2.4860415,86.4652,-1.3656332,3.176619,0.0,-4.5,-0.00058312935,-0.041669127
10600.267,10598.861,80.65772,-10.639363,1.210122,0.26424667,1.8497268,0.9233702,7.0259414,1.0028481,49.13956,4.2826114,0,0.17838876,0.52380955,0.14285715,0.0,0.23809524,0.0952381,3.2050562,83.88256,-3.4993992,1.0576665,0.0,-4.5,-0.002458,-0.05460773
10600.267,10598.861,80.65772,-10.639363,1.210122,0.21824959,1.5277472,0.35758242,8.118404,1.1274049,55.242844,4.3101788,0,0.23568471,0.61904764,0.0952381,0.0952381,0.0952381,0.0952381,4.2690153,110.90109,-1.7416662,2.822857,0.0,-4.5,-0.0014243949,-0.063098684
10600.267,10598.861,80.65772,-10.639363,1.210122,0.2452697,1.716888,0.77487224,4.93212,0.7905627,38.73757,3.1419978,0,0.08915984,0.1904762,0.0952381,0.0952381,0.23809524,0.3809524,0.40260267,8.888424,0.83594084,5.374285,0.0,-4.5,-1.048514e-05,-0.03833392
10600.267,10598.861,80.65772,-10.639363,1.210122,0.27206036,1.9044225,0.633097,5.4312825,0.8208779,40.22302,3.0249202,0,0.16441654,0.61904764,0.1904762,0.04761905,0.0952381,0.04761905,2.6805646,97.44964,0.85337657,0.89933324,0.0,-0.0,-0.0037431363,-0.04221356
10600.267,10598.861,80.65772,-10.639363,1.210122,0.29011965,2.0308375,0.5349409,5.1111293,0.7678048,37.622437,2.9314399,0,0.08997416,0.2857143,0.0,0.0,0.1904762,0.52380955,1.0486174,25.812042,-3.0786638,1.4611905,0.0,-4.5,-0.0001290033,-0.039725233
10600.267,10598.861,80.65772,-10.639363,1.210122,0.34622282,2.4235597,0.83186716,4.0661087,0.7651023,37.490013,2.9003625,0,0.08663489,0.14285715,0.1904762,0.1904762,0.33333334,0.14285715,0.6248431,18.157364,-2.9238687,1.6077619,0.0,-4.5,-2.7383721e-05,-0.03160302
10600.267,10598.861,80.65772,-10.639363,1.210122,0.09522997,0.66660976,0.3084578,7.4985733,0.98669964,48.34828,3.9594522,0,0.21534942,0.52380955,0.1904762,0.0,0.0952381,0.1904762,4.190341,126.66406,4.085868,8.647714,0.0,-4.5,-0.0035649978,-0.058281165
10600.267,10598.861,80.65772,-10.639363,1.210122,0.39525706,2.7667994,0.7058028,4.829635,0.8752792,42.88868,2.9829,0,0.1319855,0.33333334,0.0952381,0.33333334,0.14285715,0.0952381,0.25374985,5.545366,-0.59960634,-0.56185716,0.0,-0.0,-0.00021174758,-0.037537377
10600.267,10598.861,80.65772,-10.639363,1.210122,0.47842413,3.348969,0.72710884,3.4129877,0.7399106,36.25562,2.6907208,197,0.10694047,0.33333334,0.04761905,0.1904762,0.42857143,0.0,1.1967831,54.001472,1.3303328,1.3571428,0.0,-0.0,-0.0002832183,-0.026526768
10600.267,10598.861,80.65772,-10.639363,1.210122,0.23127577,1.6189303,0.98381656,6.29782,0.5846932,28.649965,3.2792127,194,0.09499102,0.42857143,0.0952381,0.04761905,0.14285715,0.2857143,3.7413049,146.34392,0.46513972,5.015095,0.0,-4.5,-0.0010069823,-0.048948552
10600.267,10598.861,80.65772,-10.639363,1.210122,0.24206069,1.6944249,0.4359345,4.972451,0.78839195,38.631207,3.1012368,0,0.10873765,0.23809524,0.14285715,0.23809524,0.2857143,0.0952381,1.0380888,26.38519,-1.2537713,3.2851903,0.0,-4.5,-0.00031418234,-0.038647387
10600.267,10598.861,80.65772,-10.639363,1.210122,0.51773924,3.6241746,0.9543119,3.317254,0.7726717,37.860912,3.169221,0,0.11260688,0.33333334,0.0952381,0.0,0.1904762,0.3809524,-1.5873466,-32.36444,-5.063272,-0.53742856,0.0,-4.5,-6.1022798e-05,-0.025782695
10600.267,10598.861,80.65772,-10.639363,1.210122,0.4366076,3.0562532,0.7812277,4.1789355,0.63609004,31.168411,2.1733046,173,0.06869208,0.23809524,0.0952381,0.04761905,0.14285715,0.47619048,0.99471617,31.238937,3.3151298,3.3476188,0.0,-0.0,-9.147045e-06,-0.03247994
10600.267,10598.861,80.65772,-10.639363,1.210122,0.14603344,1.0222341,0.24549535,6.7650485,0.9350937,45.81959,3.5615132,0,0.22512007,0.8095238,0.0,0.0,0.04761905,0.14285715,4.4933634,197.79874,-0.0866746,4.4686193,0.0,-4.5,-0.002713952,-0.052579995
10600.267,10598.861,80.65772,-10.639363,1.210122,0.3116317,2.181422,0.9768792,4.795893,0.72041094,35.300137,3.6685128,177,0.11778617,0.47619048,0.0952381,0.04761905,0.14285715,0.23809524,1.5403206,47.313354,-6.406288,1.1418095,-3.01,-4.5,-0.00082193513,-0.037275124
10600.267,10598.861,80.65772,-10.639363,1.210122,0.29833746,2.0883622,0.4513788,5.847603,0.80741113,39.563145,3.3833516,0,0.08736669,0.14285715,0.1904762,0.0,0.23809524,0.42857143,1.4073029,31.693863,-2.924234,1.6213334,0.0,-4.5,-0.000118032985,-0.045449328
