q1 loss,q2 loss,pi loss,alpha loss,alpha,avg_transitions,cum_transitions,max_transitions,corridor_length,avg_operation_length,cum_operation_length,max_operation_length,unexploited_regions,avgSF_extra-flown distance,>100SF_extra-flown distance,<100SF_extra-flown distance,<65SF_extra-flown distance,<50SF_extra-flown distance,<30SF_extra-flown distance,TSP,TSP_pourcentage,weighted global reward,vertiports reward,obstacles reward,airspace intersection reward,corridor curvature reward,corridor length reward
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.29700592,1.7820356,0.4425258,9.607264,1.3956652,50.243946,4.917451,0,0.37959215,0.73333335,0.0,0.0,0.26666668,0.0,5.963969,163.69717,-5.6120925,-1.0374,0.0,-4.5,-2.2045138e-05,-0.074670546
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.114039294,0.68423575,0.26329035,7.9928775,0.8660006,31.176022,3.6767704,0,0.14447689,0.26666668,0.2,0.06666667,0.2,0.26666668,4.148531,107.91251,0.6666391,5.2288,0.0,-4.5,-3.7663947e-05,-0.06212305
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.28799814,1.7279888,0.6038214,7.9928775,1.122056,40.394016,4.574456,0,0.22544551,0.53333336,0.0,0.0,0.33333334,0.13333334,3.783102,89.86469,-3.479161,1.0829998,0.0,-4.5,-3.7663947e-05,-0.06212305
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.31144673,1.8686804,0.72321194,7.9928775,0.652691,23.496876,2.6806877,263,0.07364921,0.06666667,0.13333334,0.0,0.33333334,0.46666667,4.548235,132.03795,-0.9078276,3.654333,0.0,-4.5,-3.7663947e-05,-0.06212305
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.35580158,2.1348095,0.95785934,7.9928775,1.1143246,40.115685,4.2877507,0,0.21141465,0.53333336,0.26666668,0.0,0.06666667,0.13333334,4.154031,108.210396,-5.4500937,-0.88793343,0.0,-4.5,-3.7663947e-05,-0.06212305
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.12775688,0.76654124,0.3191793,11.383002,1.2913135,46.487286,6.0711784,163,0.3449738,0.6666667,0.06666667,0.06666667,0.0,0.2,7.1678534,170.04984,0.07306238,4.6626,0.0,-4.5,-0.0010655301,-0.08847212
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.2564657,1.5387942,0.54209036,7.6965175,0.6185033,22.266117,2.8655727,241,0.12202164,0.33333334,0.2,0.0,0.33333334,0.13333334,5.230607,212.11667,-3.2299747,1.3299999,0.0,-4.5,-0.00015498584,-0.059819646
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.22771578,1.3662946,0.4819305,10.526383,0.90147674,32.453163,4.12855,198,0.21716447,0.53333336,0.2,0.0,0.13333334,0.13333334,8.029211,321.5322,-1.6520544,2.9297998,0.0,-4.5,-4.0079758e-05,-0.08181422
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.12102747,0.7261648,0.24819201,8.946737,0.8942795,32.19406,4.3973703,204,0.17393585,0.4,0.06666667,0.0,0.26666668,0.26666668,5.8749204,191.2523,0.49341083,5.0679336,0.0,-4.5,-0.004986007,-0.06953674
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.1678197,1.0069182,0.28281122,8.862386,1.0746386,38.68699,4.6664658,0,0.2716974,0.6666667,0.06666667,0.06666667,0.13333334,0.06666667,6.34429,251.94786,-3.7088242,0.8600666,0.0,-4.5,-9.6875465e-06,-0.068881124
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.21581209,1.2948725,0.41817904,7.908726,0.734622,26.446392,3.87636,217,0.13222249,0.26666668,0.2,0.13333334,0.4,0.0,4.0269017,103.73735,0.65800416,5.219933,0.0,-4.5,-0.00045985435,-0.061469
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.20144634,1.208678,0.45608592,7.9705505,1.1323994,40.76638,4.037764,0,0.2456296,0.6,0.13333334,0.0,0.2,0.06666667,2.8096104,54.43989,-1.7157792,2.8462,0.0,-4.5,-2.9634231e-05,-0.061949518
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.120339684,0.7220381,0.26733655,7.9928775,1.0039728,36.14302,4.16878,152,0.23744278,0.53333336,0.06666667,0.06666667,0.2,0.13333334,5.4993153,220.5405,0.29930615,4.861467,0.0,-4.5,-3.7663947e-05,-0.06212305
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.5546562,3.3279371,0.9764385,7.9928775,0.8470442,30.493593,2.615301,262,0.15517366,0.4,0.2,0.06666667,0.13333334,0.2,5.0039816,167.41908,-3.3347607,1.2274001,0.0,-4.5,-3.7663947e-05,-0.06212305
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.26863608,1.6118164,0.48028556,9.728985,1.2533582,45.120895,5.217453,0,0.37351838,0.8666667,0.0,0.0,0.13333334,0.0,6.239381,178.79909,-5.895518,-1.3198667,0.0,-4.5,-3.4629218e-05,-0.07561659
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.20429796,1.2257878,0.44656006,8.344784,1.1764348,42.35165,4.652796,175,0.29871276,0.6666667,0.0,0.0,0.06666667,0.26666668,5.371373,180.64685,0.11903164,4.6854,0.0,-4.5,-0.0015101958,-0.06485817
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.21341348,1.2804809,0.35753155,7.5807996,0.9016448,32.459213,4.089789,207,0.18285799,0.6666667,0.0,0.06666667,0.2,0.06666667,4.1921835,123.71375,-3.68125,0.8778,0.0,-4.5,-0.000129827,-0.058920253
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.32476154,1.9485693,0.93620634,8.089034,0.831961,29.950596,4.165391,210,0.16371168,0.4,0.06666667,0.06666667,0.13333334,0.33333334,4.3581586,116.8133,-3.2974806,1.2654,0.0,-4.5,-1.0011595e-05,-0.062870406
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.17462541,1.0477525,0.42074156,12.787864,1.6509832,59.435394,6.6868944,0,0.4372183,0.6666667,0.13333334,0.0,0.06666667,0.13333334,8.44733,194.61504,-1.85236,2.7474,0.0,-4.5,-0.00036898424,-0.099391125
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.26503375,1.5902025,0.41414037,10.526383,1.0189414,36.68189,4.6371455,192,0.26101017,0.6666667,0.26666668,0.0,0.06666667,0.0,7.2933807,225.59154,-1.8724545,2.7093997,0.0,-4.5,-4.0079758e-05,-0.08181422
