spline points,lon,lat
335,-0.76597905,0.33661842
336,-0.76902294,0.3162685
337,-0.77197903,0.2957222
338,-0.7748476,0.27499193
339,-0.7776287,0.25408995
340,-0.78032255,0.23302853
341,-0.7829293,0.21181983
342,-0.785449,0.19047642
343,-0.7878819,0.16901034
344,-0.79022807,0.14743406
345,-0.7924876,0.12575954
346,-0.7946608,0.103999615
347,-0.7967477,0.082166016
348,-0.79874843,0.060271323
349,-0.8006632,0.038327634
350,-0.80249214,0.016347528
351,-0.8042353,-0.005656898
352,-0.80589294,-0.027673364
353,-0.80746514,-0.04968959
354,-0.8089521,-0.07169348
355,-0.8103539,-0.0936721
356,-0.81167066,-0.11561394
357,-0.8129026,-0.13750613
358,-0.81404984,-0.1593368
359,-0.81511253,-0.18109322
360,-0.81609076,-0.20276356
361,-0.8169848,-0.22433543
362,-0.81779456,-0.2457962
363,-0.8185204,-0.26713395
364,-0.8191624,-0.2883364
365,-0.8197207,-0.30939114
366,-0.82019544,-0.3302858
367,-0.8205867,-0.3510083
368,-0.8208947,-0.37154615
369,-0.8211196,-0.3918872
370,-0.8212615,-0.41201913
371,-0.82132053,-0.4319296
372,-0.8212969,-0.4516064
373,-0.8211907,-0.47103727
374,-0.821002,-0.4902097
375,-0.8207311,-0.50911164
376,-0.82037807,-0.5277308
377,-0.819943,-0.54605496
378,-0.81942606,-0.56407154
379,-0.81882745,-0.5817684
380,-0.8181473,-0.5991334
381,-0.81738573,-0.61615396
382,-0.81654286,-0.6328181
383,-0.8156189,-0.6491134
384,-0.8146139,-0.6650276
385,-0.813528,-0.6805482
386,-0.8123615,-0.69566333
387,-0.8111144,-0.7103603
388,-0.80978686,-0.72462714
389,-0.80837905,-0.73845136
390,-0.8068911,-0.7518207
391,-0.8053232,-0.76472294
392,-0.8036754,-0.77714574
393,-0.80194795,-0.7890768
394,-0.8001409,-0.8005041
395,-0.7982545,-0.81141496
396,-0.7962887,-0.82179725
397,-0.7942439,-0.8316387
398,-0.79212,-0.8409271
399,-0.78991735,-0.84965026
400,-0.78763586,-0.8577951
401,-0.78525,-0.86545295
402,-0.7827347,-0.87272596
403,-0.78009146,-0.8796205
404,-0.77732164,-0.8861429
405,-0.7744267,-0.8922995
406,-0.7714081,-0.8980965
407,-0.7682672,-0.9035404
408,-0.76500547,-0.9086374
409,-0.7616243,-0.9133938
410,-0.7581251,-0.917816
411,-0.7545094,-0.9219103
412,-0.7507785,-0.92568296
413,-0.7469339,-0.9291404
414,-0.74297696,-0.9322889
415,-0.7389092,-0.93513465
416,-0.734732,-0.9376842
417,-0.7304467,-0.9399437
