duration,obstacle violation,avg_transitions,cum_transitions,max_transitions,corridor_length,avg_operation_length,cum_operation_length,max_operation_length,unexploited_regions,avgSF_extra-flown distance,>100SF_extra-flown distance,<100SF_extra-flown distance,<65SF_extra-flown distance,<50SF_extra-flown distance,<30SF_extra-flown distance,reward,self-intersections
1468.3427,1.0,0.3357394,2.3501759,0.93042266,7.008282,1.0622721,52.05133,4.7285957,0.0,0.18942618,0.61904764,0.04761905,0.04761905,0.04761905,0.1904762,12.422953,1.0
234.20927,0.0,0.17569627,0.7027851,0.38340792,5.2058697,0.34082067,5.4531307,1.60197,0.385,-0.030825885,0.0,0.0,0.0,0.0,0.33333334,20.9,0.0
382.44724,0.0,0.39697516,1.5879006,0.7403501,3.8787997,0.58921456,9.427433,2.2573652,0.0,0.0998789,0.16666667,0.0,0.0,0.16666667,0.6666667,5.6435,0.0
332.728,0.0,0.08465472,0.5079283,0.17495835,6.1659613,0.27937368,10.057452,1.5125762,0.355,-0.05977756,0.0,0.0,0.0,0.0,0.13333334,11.9,0.0
397.65762,0.0,0.2839512,1.1358048,0.3968114,5.380474,0.4259155,6.814648,1.5653924,0.266,-0.064743355,0.0,0.16666667,0.0,0.16666667,0.0,1.3493333,1.0
512.0139,0.0,0.64314085,2.5725634,1.096625,5.7255216,0.7101434,11.362294,2.8438756,0.0,0.099137515,0.0,0.16666667,0.0,0.0,0.5,14.8525,0.0
175.09018,0.0,0.53749454,2.6874726,1.2796693,4.0015535,0.5360426,13.401064,2.8059058,0.0,0.06219109,0.2,0.0,0.0,0.0,0.3,7.0959997,1.0
426.6639,0.0,0.169831,1.018986,0.25558576,4.5571766,0.35646784,12.832842,1.5366759,0.263,-0.01986785,0.0,0.0,0.0,0.06666667,0.2,10.398733,1.0
355.17752,0.0,0.23324504,0.9329802,0.33272395,2.1614919,0.25462434,4.0739894,0.88886005,0.271,0.005938612,0.0,0.0,0.16666667,0.0,0.33333334,11.887333,0.0
147.96591,0.0,0.317413,1.587065,0.9492197,4.2941046,0.42732045,10.683011,2.0113266,0.0,0.07180731,0.4,0.2,0.0,0.0,0.0,15.735001,1.0
