duration,obstacle violation,avg_transitions,cum_transitions,max_transitions,corridor_length,avg_operation_length,cum_operation_length,max_operation_length,unexploited_regions,avgSF_extra-flown distance,>100SF_extra-flown distance,<100SF_extra-flown distance,<65SF_extra-flown distance,<50SF_extra-flown distance,<30SF_extra-flown distance,reward,self-intersections
0.5332379341125488,0,0.973825,2.921475,1.1224133,4.3272824,0.98509395,8.865846,3.585548,0.288,0.8143434,1.0,0.0,0.0,0.0,0.0,-4.474359,-4.5
0.5574254989624023,0,0.44061533,3.0843072,1.2397316,5.3560457,0.927179,45.43177,3.7500265,0.0,0.15008785,0.33333334,0.23809524,0.04761905,0.04761905,0.33333334,-3.5236435,-4.5
0.453310489654541,0,0.0923502,0.3694008,0.21797985,5.3090496,0.5325562,8.520899,2.705008,0.295,0.21272033,0.6666667,0.0,0.0,0.33333334,0.0,-2.8381615,-4.5
0.5031223297119141,1,0.24875598,0.9950239,0.39158326,7.142211,1.0623317,16.997307,4.0766993,0.0,0.4507781,0.8333333,0.0,0.0,0.0,0.16666667,-3.657247,-4.5
0.43527650833129883,1,0.51656145,1.5496844,1.0415319,3.9871967,0.44457954,4.001216,1.8735759,0.472,0.17275167,0.33333334,0.0,0.0,0.0,0.6666667,-4.4286404,-4.5
0.5692651271820068,0,0.2914912,2.0404384,0.80100864,4.288988,0.7496167,36.731216,2.690706,0.0,0.06709014,0.14285715,0.04761905,0.14285715,0.14285715,0.52380955,1.2554117,-0.0
0.6199064254760742,0,0.5412631,2.7063155,0.6767218,5.1481504,0.9418735,23.546837,3.4492404,0.0,0.21481004,0.4,0.2,0.1,0.3,0.0,0.7929482,-0.0
0.5824332237243652,0,0.43385667,1.7354267,0.5894697,5.885167,0.89453506,14.312561,3.532497,0.284,0.25799936,0.33333334,0.0,0.16666667,0.16666667,0.33333334,-3.5203924,-4.5
0.7742345333099365,0,0.37227955,2.6059568,0.8427624,6.216562,0.9395302,46.03698,3.7184095,0.0,0.14452727,0.2857143,0.0952381,0.1904762,0.14285715,0.2857143,-3.4098475,-4.5
0.5634722709655762,0,0.68001777,4.0801067,0.8823911,5.74638,1.1569968,41.651886,4.091563,0.0,0.29970214,0.8666667,0.06666667,0.0,0.0,0.06666667,-3.9435308,-4.5
0.6658508777618408,0,0.45545664,1.36637,0.9718597,5.5885983,0.62011963,5.5810766,1.9016584,0.452,0.18830137,0.0,0.33333334,0.0,0.33333334,0.33333334,0.9201082,-0.0
0.4098329544067383,0,0.17407331,0.8703665,0.3010567,6.241089,0.88909584,22.227396,3.4632573,0.0,0.26995116,0.7,0.0,0.1,0.1,0.1,-3.002253,-4.5
0.5062665939331055,0,0.38010177,1.9005089,0.62314945,4.7052345,0.51095825,12.773956,1.6545386,0.4,0.103412546,0.3,0.2,0.2,0.2,0.1,1.0969911,-0.0
1.3929898738861084,1,0.32681164,2.2876816,0.94490147,6.042162,1.021476,50.052326,4.3108625,0.0,0.1758275,0.42857143,0.14285715,0.0952381,0.04761905,0.2857143,-3.773993,-4.5
0.4325270652770996,0,0.31708434,1.2683374,0.6156626,5.4242806,0.5453165,8.725064,2.0876186,0.396,0.10550468,0.0,0.5,0.0,0.16666667,0.33333334,1.1874031,-0.0
0.3132131099700928,0,0.33103672,1.3241469,0.6959565,3.3466487,0.5757233,9.211573,2.214064,0.0,0.09088467,0.16666667,0.0,0.0,0.16666667,0.6666667,-3.3073018,-4.5
0.7622318267822266,1,0.16521716,0.99130297,0.32855,8.196953,0.8876858,31.956688,3.9181726,0.0,0.18354727,0.26666668,0.13333334,0.13333334,0.13333334,0.33333334,-3.7959142,-4.5
0.8583910465240479,0,0.30327377,1.2130951,0.44724703,5.3882995,0.8411865,13.458984,3.4486651,0.298,0.21210408,0.16666667,0.16666667,0.0,0.0,0.6666667,-3.2777405,-4.5
0.467510461807251,1,0.71883243,2.8753297,1.2512213,4.5902033,0.92877305,14.860369,3.3755562,0.286,0.24489063,0.33333334,0.16666667,0.0,0.33333334,0.16666667,-4.6616592,-4.5
0.4813699722290039,0,0.5536125,2.7680624,1.2897303,4.193366,0.92422515,23.105629,4.2908773,0.0,0.25628242,0.3,0.2,0.1,0.4,0.0,-3.7264802,-4.5
0.5685946941375732,0,0.21030106,1.2618064,0.41070187,6.936397,1.0207176,36.745834,4.013302,0.25,0.24583207,0.73333335,0.06666667,0.06666667,0.13333334,0.0,-3.0762105,-4.5
0.4847838878631592,0,0.2703494,1.0813977,0.471485,6.908347,0.7671561,12.274498,3.3524609,0.254,0.3476265,0.6666667,0.0,0.0,0.0,0.33333334,-3.1966846,-4.5
0.5164985656738281,0,0.35713223,1.7856611,1.0076708,4.259004,0.6973533,17.433832,3.3617382,0.0,0.20682374,0.6,0.1,0.0,0.3,0.0,-3.3319886,-4.5
0.6109962463378906,0,0.4016707,1.2050121,0.77627176,4.1001773,0.70038253,6.303443,2.639444,0.0,0.30200186,0.33333334,0.33333334,0.0,0.0,0.33333334,1.0672401,-0.0
0.520460844039917,0,0.2002453,1.0012265,0.30773762,5.684988,0.77525824,19.381456,2.797281,0.331,0.20618014,0.4,0.2,0.0,0.4,0.0,-3.0661283,-4.5
0.5510828495025635,0,0.18252467,0.73009866,0.27081078,5.169141,0.70420957,11.267353,2.6831796,0.0,0.19544898,0.33333334,0.33333334,0.0,0.0,0.33333334,-3.0297444,-4.5
0.6263039112091064,0,0.19446301,0.77785206,0.6442354,6.1492596,0.8073819,12.918111,3.5882668,0.264,0.26423055,0.33333334,0.16666667,0.0,0.16666667,0.33333334,1.432821,0.0
0.5062150955200195,0,0.3070199,1.5350995,0.64173084,5.7158117,0.91394645,22.848661,3.6523576,0.0,0.23727322,0.5,0.0,0.3,0.2,0.0,-3.2633853,-4.5
0.48102450370788574,0,0.04039738,0.2019869,0.05701197,5.0270724,0.5258192,13.14548,2.177655,0.0,0.043209642,0.0,0.0,0.0,0.2,0.8,1.7106061,0.0
