duration,avg_transitions,cum_transitions,max_transitions,corridor_length,avg_operation_length,cum_operation_length,max_operation_length,unexploited_regions,avgSF_extra-flown distance,>100SF_extra-flown distance,<100SF_extra-flown distance,<65SF_extra-flown distance,<50SF_extra-flown distance,<30SF_extra-flown distance,TSP,TSP_pourcentage,weighted global reward,vertiports reward,obstacles reward,airspace intersection reward,corridor curvature reward,corridor length reward
2.5493433475494385,0.17502542,1.0501525,0.32920164,6.3715734,0.91617423,32.982273,3.414271,0.0,0.20423414,0.6,0.2,0.0,0.06666667,0.13333334,0.56047106,9.644831,1.493274,1.567452,0.0,-0.0,-0.05,-0.024177998
2.134382724761963,0.18403506,1.1042104,0.43820792,6.0021987,0.873895,31.46022,3.42837,0.0,0.18732245,0.53333336,0.2,0.06666667,0.13333334,0.06666667,0.1910963,3.2884717,-0.099893734,1.5503337,-1.572,-0.0,-0.05,-0.028227482
2.0194590091705322,0.16951913,1.0171148,0.48789024,6.329227,0.9063102,32.627167,3.2979503,0.0,0.20028853,0.6,0.06666667,0.06666667,0.06666667,0.2,0.5181246,8.916116,1.4981993,1.5779146,0.0,-0.0,-0.05,-0.029715339
1.843519926071167,0.21538103,1.2922862,0.45000532,6.288772,0.92707515,33.374706,3.4571633,0.0,0.20859455,0.6666667,0.13333334,0.06666667,0.06666667,0.06666667,0.47766972,8.219946,-0.19523339,1.4907762,-1.614,-0.0,-0.05,-0.022009647
1.7764410972595215,0.14870344,0.8922206,0.36775562,6.4826493,0.91460824,32.925896,3.8285916,0.0,0.20360772,0.53333336,0.2,0.0,0.13333334,0.13333334,0.67154694,11.55628,0.7608971,1.6174636,-0.78,-0.0,-0.05,-0.026566446
1.661440134048462,0.19175547,1.1505328,0.34262988,6.0570083,0.8920162,32.112583,3.3551724,0.0,0.19457096,0.53333336,0.26666668,0.0,0.06666667,0.13333334,0.24590588,4.2316556,1.4513524,1.5356649,0.0,-0.0,-0.05,-0.034312602
1.850501298904419,0.22807796,1.3684678,0.60014015,6.366718,0.96687275,34.80742,3.7217438,0.0,0.22451355,0.6666667,0.13333334,0.0,0.0,0.2,0.5556154,9.561276,1.392401,1.4666516,0.0,-0.0,-0.05,-0.02425064
1.7735977172851562,0.16580252,0.9948152,0.3673715,6.8599215,0.96982914,34.91385,3.4933546,0.0,0.22569613,0.73333335,0.06666667,0.0,0.06666667,0.13333334,1.0488191,18.048536,1.5132929,1.5849752,0.0,-0.0,-0.05,-0.021682346
1.7159273624420166,0.16936694,1.0162016,0.38816747,6.0318413,0.8592994,30.93478,3.0555913,0.0,0.18148422,0.53333336,0.06666667,0.13333334,0.13333334,0.13333334,0.22073889,3.7985682,1.4988046,1.5782025,0.0,-0.0,-0.05,-0.029398013
1.7693877220153809,0.17794974,1.0676985,0.35855028,6.8428354,0.97857636,35.22875,3.7097683,0.0,0.22919498,0.73333335,0.06666667,0.0,0.0,0.2,1.031733,17.754519,1.490495,1.561897,0.0,-0.0,-0.05,-0.021402104
