duration,avg_transitions,cum_transitions,max_transitions,corridor_length,avg_operation_length,cum_operation_length,max_operation_length,unexploited_regions,avgSF_extra-flown distance,>100SF_extra-flown distance,<100SF_extra-flown distance,<65SF_extra-flown distance,<50SF_extra-flown distance,<30SF_extra-flown distance,TSP,TSP_pourcentage,weighted global reward,vertiports reward,obstacles reward,airspace intersection reward,corridor curvature reward,corridor length reward
1.7670574188232422,0.18369849,1.102191,0.34877437,4.9250956,0.7490429,26.965546,2.7332668,0.0,0.10457304,0.13333334,0.06666667,0.26666668,0.26666668,0.26666668,0.83360004,20.373964,1.4834633,1.5509734,0.0,-0.0,-0.018746521,-0.048763692
1.7633404731750488,0.042162716,0.21081358,0.07493744,3.7237477,0.31735775,7.9339437,1.7724082,0.276,0.07589891,0.3,0.1,0.0,0.1,0.5,2.5252938,210.71268,0.94354403,1.8198909,-0.82199997,-0.0,-0.05,-0.0043468447
1.6541733741760254,0.17488213,1.0492928,0.42441934,4.7312655,0.7150767,25.742762,2.6552777,0.0,0.14722805,0.46666667,0.2,0.13333334,0.13333334,0.06666667,1.885026,66.22865,1.4995831,1.5677239,0.0,-0.0,-0.05,-0.01814082
1.5388336181640625,0.08638046,0.2591414,0.1680719,4.087942,0.5132023,4.6188207,1.8436863,0.254,0.09686559,0.0,0.0,0.0,0.33333334,0.6666667,1.9984479,95.64266,1.6347774,1.7358767,0.0,-0.0,-0.05,-0.051099278
1.7721450328826904,0.1298806,0.5195224,0.30530354,4.7613125,0.6152841,9.844545,2.7176824,0.282,0.229026,0.5,0.16666667,0.16666667,0.0,0.16666667,2.957554,163.9662,1.5887103,1.6532266,0.0,-0.0,-0.05,-0.014516405
1.5400714874267578,0.15523824,0.62095296,0.3532227,4.7638555,0.6083342,9.733347,2.351063,0.0,0.13761202,0.33333334,0.0,0.16666667,0.16666667,0.33333334,2.4860964,109.14659,1.512166,1.6050475,0.0,-0.0,-0.05,-0.042881526
4.174294710159302,0.19226086,0.9613043,0.423717,4.891783,0.64002156,16.00054,2.450697,0.0,0.09145798,0.0,0.2,0.0,0.4,0.4,-0.29889297,-5.7582674,1.4271569,1.5347042,0.0,-0.0,-0.05,-0.05754729
1.853295087814331,0.11721484,0.8205039,0.24651483,5.5408034,0.64838,31.77062,2.8079307,0.0,0.049826287,0.04761905,0.0,0.0,0.42857143,0.52380955,-0.48958063,-8.118564,1.5623184,1.6772927,0.0,-0.0,-0.05,-0.06497433
1.633164405822754,0.27171314,1.0868526,0.5829718,5.237414,0.510238,8.163808,1.6259081,0.408,0.10025212,0.0,0.16666667,0.16666667,0.5,0.16666667,1.626312,45.036446,1.2822772,1.3837448,0.0,-0.0,-0.05,-0.051467676
1.919501781463623,0.19366793,1.1620076,0.44412267,5.527068,0.7706838,27.744617,2.932101,0.0,0.13781118,0.26666668,0.06666667,0.06666667,0.46666667,0.13333334,0.470994,9.315407,1.4368755,1.5320305,0.0,-0.0,-0.05,-0.04515502
