duration,n_vertiports,n_obstacles,obstacle violation,avg_transitions,cum_transitions,max_transitions,corridor_length,avg_operation_length,cum_operation_length,max_operation_length,unexploited_regions,avgSF_extra-flown distance,>100SF_extra-flown distance,<100SF_extra-flown distance,<65SF_extra-flown distance,<50SF_extra-flown distance,<30SF_extra-flown distance,TSP,TSP_pourcentage,weighted global reward,vertiports reward,obstacles reward,airspace intersection reward,corridor curvature reward,corridor length reward
5.734577,6.0,6.0,0.0,0.40871635,2.4522982,0.95995253,1.9928056,0.58510053,21.06362,1.9687735,0.0,0.02740821,0.13333334,0.06666667,0.0,0.06666667,0.26666668,-3.8138657,-65.680756,-3.6770658,9.722934,-18.0,4.5,-5.7340745e-09,0.1
2.8654485,7.0,4.0,0.0,0.3705135,2.5935946,0.7955631,4.3917446,0.6892764,33.774544,2.5043254,0.314,0.056513745,0.1904762,0.04761905,0.0,0.0952381,0.61904764,-0.6190181,-12.353772,4.304905,11.704905,-12.0,4.5,-1.0564791e-08,0.1
2.7085648,3.0,3.0,0.0,0.32917044,0.9875113,0.89703006,4.4532657,0.4201438,3.7812943,1.8043603,0.27,0.0060271616,0.0,0.0,0.0,0.0,0.33333334,0.6274154,16.399372,-3.2000003,5.7,-9.0,0.0,-7.757797e-08,0.1
5.4184895,5.0,3.0,0.0,0.45278534,2.2639267,0.6310145,4.9919605,0.530164,13.254101,1.8165866,0.288,0.075527176,0.3,0.0,0.0,0.1,0.5,0.8298235,19.937443,1.0579004,9.9579,-9.0,0.0,-1.8441625e-08,0.1
10.49137,5.0,7.0,0.0,0.48336887,2.4168444,0.94522274,3.832671,0.4871154,12.177885,1.8064897,0.277,-0.018366009,0.0,0.2,0.0,0.0,0.2,-1.7003558,-30.731022,-10.643,5.757,-21.0,4.5,-1.8162165e-08,0.1
5.43915,7.0,5.0,0.0,0.37989447,2.6592612,0.7423269,2.7231863,0.5438163,26.647001,2.22864,0.262,0.048090775,0.23809524,0.04761905,0.04761905,0.0952381,0.3809524,-3.0562003,-52.88105,-6.919095,7.9809046,-15.0,0.0,-8.679104e-09,0.1
5.5147305,4.0,6.0,0.0,0.12320009,0.49280035,0.23957726,3.6472437,0.2441129,3.9058063,1.0228007,0.281,-0.040875338,0.0,0.0,0.0,0.16666667,0.33333334,0.3603351,10.962736,-9.596833,3.8031669,-18.0,4.5,-3.916545e-09,0.1
4.793893,3.0,7.0,0.0,0.21337132,0.64011395,0.28307742,2.7459602,0.4421326,3.9791934,1.7875476,0.326,0.07330953,0.0,0.0,0.0,0.0,1.0,-0.759387,-21.663671,-10.700001,5.7,-21.0,4.5,-7.9039735e-09,0.1
8.665129,3.0,3.0,0.0,0.2134357,0.64030707,0.5061743,4.0047455,0.41671526,3.7504373,1.7560828,0.312,0.08800938,0.33333334,0.0,0.0,0.0,0.33333334,0.9204886,29.84475,-1.9933338,2.4066665,-9.0,4.5,-1.01318545e-08,0.1
8.168066,4.0,3.0,0.0,0.3233298,1.2933192,0.46204212,3.7144206,0.53885233,8.621637,2.1938648,0.261,0.035947453,0.16666667,0.0,0.0,0.0,0.33333334,-1.4713113,-28.3723,-0.3466668,4.0533333,-9.0,4.5,-2.667363e-09,0.1
8.302204,7.0,4.0,0.0,0.3092429,2.1647003,0.603815,1.6280174,0.43744528,21.434818,1.4680247,0.0,-0.047945354,0.0952381,0.0,0.0,0.0952381,0.0952381,-5.4218335,-76.90706,-2.2534285,9.646571,-12.0,0.0,-4.4934492e-10,0.1
8.416658,3.0,1.0,0.0,0.38647762,1.1594329,0.67256725,4.12557,0.4484369,4.035932,1.9025786,0.289,0.029457903,0.0,0.0,0.0,0.33333334,0.33333334,0.24046278,6.1893463,5.406333,3.8063333,-3.0,4.5,-3.224897e-08,0.1
5.432744,6.0,2.0,0.0,0.47927555,2.8756533,0.8604758,0.7231268,0.46051747,16.578629,1.9689063,0.0,-0.021091692,0.06666667,0.06666667,0.0,0.06666667,0.06666667,-4.995026,-87.353836,10.1216,11.5216,-6.0,4.5,-1.3950617e-10,0.1
8.999492,5.0,6.0,0.0,0.42030105,2.1015053,0.5314073,3.4103038,0.47775495,11.943873,1.6963398,0.0,0.015371817,0.3,0.0,0.0,0.0,0.2,-1.9866736,-36.810856,-5.344,8.056,-18.0,4.5,-1.7379852e-08,0.1
2.817248,4.0,3.0,0.0,0.33293605,1.3317442,0.5186023,2.3090844,0.49669814,7.9471703,1.6598048,0.0,-0.00045563024,0.0,0.0,0.0,0.0,0.6666667,-2.8309722,-55.07667,3.1999998,7.6,-9.0,4.5,-2.351621e-09,0.1
8.132835,5.0,7.0,0.0,0.14425972,0.7212986,0.4248087,3.9114099,0.3872787,9.681968,1.8423455,0.306,0.0118234055,0.0,0.0,0.0,0.0,0.7,0.17895103,4.7944546,-17.1,3.8,-21.0,0.0,-3.694e-08,0.1
13.148742,4.0,3.0,0.0,0.1348997,0.5395988,0.16138972,0.8209538,0.18477733,2.9564373,0.6386092,0.0,-0.110005856,0.0,0.0,0.0,0.0,0.16666667,-2.6868134,-76.596115,1.2999997,5.7,-9.0,4.5,-1.39659525e-11,0.1
5.5671053,4.0,6.0,0.0,0.3881672,1.5526688,0.56046563,5.9261184,0.6408192,10.253107,2.4950037,0.28,0.06535719,0.0,0.0,0.0,0.16666667,0.8333333,0.32557678,5.8133125,-9.596833,3.8031669,-18.0,4.5,-2.1991449e-08,0.1
10.81703,6.0,3.0,0.0,0.57537824,3.4522696,1.172013,3.4213402,0.6816479,24.539324,2.1461053,0.255,0.089965045,0.26666668,0.0,0.06666667,0.06666667,0.6,-1.5717013,-31.477833,-0.8883333,8.011666,-9.0,0.0,-2.6131817e-09,0.1
8.050035,6.0,4.0,0.0,0.3477008,2.0862048,0.6361811,3.982415,0.70206594,25.274374,2.705459,0.0,0.14023131,0.46666667,0.26666668,0.0,0.26666668,0.0,0.12841344,3.3319473,-11.1096,0.79039997,-12.0,0.0,-1.9584758e-09,0.1
2.633252,5.0,1.0,0.0,0.26045296,1.3022648,0.64514977,3.2254424,0.4396521,10.9913025,1.6986936,0.271,0.0071277134,0.1,0.0,0.0,0.3,0.2,-1.0949531,-25.343817,2.9576998,5.8577,-3.0,0.0,-4.6194883e-09,0.1
8.732435,5.0,5.0,0.0,0.3083618,1.541809,0.56571555,3.0259018,0.3019715,7.5492873,1.3060578,0.355,-0.036798216,0.0,0.1,0.0,0.0,0.2,-1.7300434,-36.376434,-11.0715,3.8285,-15.0,0.0,-2.7746552e-08,0.1
5.2820745,7.0,7.0,0.0,0.37602976,2.6322083,0.823199,1.5054882,0.46978086,23.019262,1.8162947,0.0,0.019304445,0.14285715,0.04761905,0.0,0.0,0.3809524,-3.6557696,-70.830986,-6.669286,9.730714,-21.0,4.5,-5.38878e-10,0.1
8.466489,7.0,4.0,0.0,0.3196644,2.2376506,0.58173484,4.0871015,0.7363627,36.08177,2.4940004,0.0,0.08844528,0.2857143,0.0,0.04761905,0.2857143,0.2857143,-2.156273,-34.53698,2.543334,9.943334,-12.0,4.5,-2.9744916e-08,0.1
5.866663,3.0,4.0,0.0,0.21009077,0.6302723,0.42339087,3.6891875,0.55088437,4.957959,2.1522186,0.257,0.07164315,0.0,0.0,0.0,0.0,1.0,-0.815207,-18.098038,-3.6000004,3.8,-12.0,4.5,-6.5839394e-08,0.1
8.516798,7.0,1.0,0.0,0.3852046,2.6964324,0.9210958,2.1610756,0.48668757,23.84769,2.123102,0.0,-0.015494323,0.0,0.04761905,0.0952381,0.0952381,0.04761905,-4.729336,-68.636475,11.12262,9.522619,-3.0,4.5,-1.0410572e-09,0.1
13.716312,7.0,2.0,0.0,0.42773113,2.994118,1.0857475,2.4443338,0.4570878,22.397303,2.1239963,0.0,0.036386035,0.23809524,0.0,0.04761905,0.04761905,0.61904764,-2.008798,-45.10978,0.16642857,6.0664287,-6.0,0.0,-2.2953046e-09,0.1
2.4169643,5.0,7.0,0.0,0.12404655,0.62023276,0.3007483,3.0697007,0.38003078,9.50077,1.7428477,0.0,0.03661558,0.1,0.0,0.0,0.3,0.5,-0.6436877,-17.33424,-10.5423,5.8577,-21.0,4.5,-3.5702367e-08,0.1
2.7498205,6.0,1.0,0.0,0.240025,1.44015,0.51393473,2.7839952,0.48311743,17.392227,1.924892,0.0,-0.0059391875,0.0,0.0,0.06666667,0.06666667,0.33333334,-2.3603587,-45.88251,11.106334,9.506333,-3.0,4.5,-2.5067217e-09,0.1
2.5501812,7.0,6.0,0.0,0.37089667,2.5962768,0.7970685,2.0568619,0.4890684,23.964352,2.3418689,0.0,-0.013162875,0.0,0.0952381,0.04761905,0.14285715,0.14285715,-3.89744,-65.455864,-4.5665236,13.333476,-18.0,0.0,-2.716522e-09,0.1
10.771312,4.0,6.0,0.0,0.22860226,0.91440904,0.6437324,1.8562787,0.33744147,5.3990636,1.5766895,0.0,-0.0040739803,0.0,0.0,0.0,0.16666667,0.5,-1.5662465,-45.76289,-12.196833,5.703167,-18.0,0.0,-4.8394924e-09,0.1
8.310453,5.0,6.0,0.0,0.4347569,2.1737845,0.8879677,2.7523232,0.65441966,16.36049,2.6516807,0.0,0.0740197,0.2,0.0,0.0,0.0,0.8,-2.5369415,-47.96397,-5.4960003,7.904,-18.0,4.5,-6.4510672e-09,0.1
5.5864983,7.0,6.0,0.0,0.36694172,2.568592,1.1138004,2.7654254,0.38505965,18.867924,1.8126312,0.29,-0.04935355,0.0,0.04761905,0.0,0.0,0.14285715,-3.7687504,-57.67752,-3.8864279,9.513572,-18.0,4.5,-1.7931804e-08,0.1
5.3548956,3.0,1.0,0.0,0.6981731,2.0945194,1.1552016,4.041199,0.69103974,6.2193575,2.2054942,0.251,0.19901812,0.0,0.33333334,0.0,0.33333334,0.33333334,-0.58725023,-12.687838,7.401333,5.801333,-3.0,4.5,-5.3314637e-09,0.1
2.519816,4.0,2.0,1.0,0.09167658,0.3667063,0.15743148,2.4765172,0.35345986,5.655358,1.2517272,0.0,-0.001387191,0.16666667,0.0,0.0,0.0,0.33333334,-1.2754412,-33.994015,9.465333,7.853333,-2.988,4.5,-5.1406226e-09,0.1
5.345402,3.0,7.0,0.0,0.636085,1.9082549,0.6838762,3.9822066,0.7338879,6.6049914,2.6944115,0.0,0.19067602,0.0,0.0,0.0,1.0,0.0,-1.1397254,-22.25187,-10.681,5.719,-21.0,4.5,-4.671618e-08,0.1
4.901127,3.0,3.0,0.0,0.255393,0.76617897,0.5615342,2.5593524,0.38856694,3.4971025,1.7054315,0.0,0.07281206,0.0,0.0,0.0,0.0,1.0,-0.3664751,-12.525522,-5.1000004,3.8,-9.0,0.0,-2.6035576e-09,0.1
5.6942725,3.0,5.0,0.0,0.24387161,0.7316148,0.47118115,5.3812966,0.30694625,2.7625163,1.3120917,0.419,0.035931613,0.0,0.0,0.0,0.33333334,0.6666667,2.8696213,114.25128,-11.093667,3.8063333,-15.0,0.0,-1.0057543e-07,0.1
5.361033,4.0,7.0,0.2857143,0.409526,1.638104,0.63883305,4.141626,0.5587052,8.939283,2.1185656,0.323,0.12283765,0.5,0.0,0.0,0.0,0.5,-0.17869663,-4.1361866,-5.028001,8.36,-17.988,4.5,-1.8693056e-08,0.1
8.613323,3.0,2.0,0.0,0.26187697,0.7856309,0.540172,3.3039167,0.5429524,4.886572,2.3066425,0.0,0.3222945,0.33333334,0.33333334,0.0,0.33333334,0.0,1.2744699,62.79888,1.108,2.5080001,-6.0,4.5,-3.5833125e-08,0.1
